titles,links
国务院常务会议听取迎峰度夏能源电力安全保供工作情况汇报,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336123&idx=1&sn=d03da5ccc7247b5e0dfc9c37cba18be2&chksm=bd5d5ad28a2ad3c4e27faae39a70ba28e1c4ed47c40f9ebfa3d1448be8e33cea8a2f4ddc936a#rd
“能控”到“碳控”再掀行业热议,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336118&idx=1&sn=6f2da5b2e4d327d4b298739b36e8fbe1&chksm=bd5d5adf8a2ad3c94160ce5ec75103fee8d09b25aaeec127b4318d39c3deb4600b7912bd80c9#rd
国家能源局通报：局地遭遇高温极端天气出现电能质量问题,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336118&idx=2&sn=e068e0f77d1ec3ccd095bb06ea7aee72&chksm=bd5d5adf8a2ad3c9e0eb6c7e51b8b8c3c3e2406a0d431173743801b9f9c33fae63e4a1ced919#rd
特别策划 | 守节制 知进退 方长久,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336114&idx=1&sn=229df10faa64719663dcb5d176b14c14&chksm=bd5d5adb8a2ad3cd40c7e28ab570b7b91d2771797c1082b84a0930565817f0d90963481865f7#rd
重磅！三部门印发关于实施农村电网巩固提升工程的指导意见,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336078&idx=1&sn=15cc652410ba6d74259556178ea48ab5&chksm=bd5d5ae78a2ad3f11e5a2f8d358e79dbed5dae89bac4ab73d0500fd32b26c7b9195701a3a8d9#rd
特别关注 | 《抽水蓄能电站经济评价规范》解读来了！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336078&idx=2&sn=bf557a280d930b5aa558b9629475f9c3&chksm=bd5d5ae78a2ad3f1a6e7d7da9922dbad9dd4c7988c9d722dcb46c8063f8e74ecdbb7816074c7#rd
国家能源局发布通知！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336069&idx=1&sn=40c18921d556a6e6a27e4c61eb6279d8&chksm=bd5d5aec8a2ad3fac825fdbe91f46e7636fa67d977cf51ca7061bfb219aa6ed32542281de8aa#rd
6月份全社会用电量同比增长3.9%,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336069&idx=2&sn=cc3fe86ff7116df78764bd968507ab2c&chksm=bd5d5aec8a2ad3fab670be1aa7a17a970c23d934a4790daa0a262e7c30038d279f07a5991bf0#rd
国家低碳城市排名 你的城市上榜了吗？,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336057&idx=2&sn=8c7e2d51b9459206264a6494da1c909d&chksm=bd5d5a108a2ad306c2478ef932899879f0853005417cbc8568ae5ce7b14a7abfe4b69c5af114#rd
【新思想引领新征程】提升新能源利用水平 打造新型能源体系,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336034&idx=1&sn=ed430fecd5b9de975757e58db8b811e1&chksm=bd5d5a0b8a2ad31d27adb7baf4c7910a961b63c162adec4579f4d1f1200b3c80a1a5b6c181a5#rd
国资委指导中央企业全力做好迎峰度夏能源电力保供,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336034&idx=2&sn=e175eb708472305f23087e4f3b91bedc&chksm=bd5d5a0b8a2ad31d887f785cea5c2ce7fc9841492b1c33c5b8a9ed2f1f49e11c65f3e831f084#rd
第二届中国能源传媒优秀宣传策划案例展评活动启动啦,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336029&idx=1&sn=337f486b011147b6f0a63ad800ec99c0&chksm=bd5d5a348a2ad322f2aec2f0c6bc9eac4d287cb92ffe58359ad0c60617c34ae30d6b5588ac2c#rd
国家能源局公开征求意见,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336028&idx=1&sn=47c4568a7c97ee9c495cd59a2fec56f7&chksm=bd5d5a358a2ad3231fc50145c3389315b33708c573cfb0ee1d6b27265f2efd414af1a6644b48#rd
CCUS新突破！我国首次实现二氧化碳长距离密相管输,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336010&idx=1&sn=5e5f36c6597e2e67eb5bd8ab3ecfe588&chksm=bd5d5a238a2ad33551ef67eb71921b2f580e92cf401cba92aa2e2205da7bac36683818c94f42#rd
国家能源集团刷新历史纪录,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651336010&idx=2&sn=64d1e563cb5ec0acfc89a34529b529da&chksm=bd5d5a238a2ad3358b3a4a7b41914965f8ee8c96f16705ffbf8846ce8837bcb68c0322c6043f#rd
赵辰昕：坚持不懈推进节能和提高能效,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335944&idx=1&sn=72b6ab52faa9e450888c3f11be75d428&chksm=bd5d5a618a2ad377b150e04ab8e77bd5b576e08732e74d2dabb7881403d0d7afa2b0031909d3#rd
累计成交量2.38亿吨，成交额超109亿元，碳市场成绩单来了,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335944&idx=2&sn=892c6783b0b3374ec7f6747f74bc6415&chksm=bd5d5a618a2ad377927fa64f40dd269bd90939addfbcd6907c09105769bacc71cbd4196855d6#rd
习近平主持召开中央全面深化改革委员会第二次会议,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335923&idx=1&sn=66d77a99e7273b925bc91bff87b16f81&chksm=bd5d5b9a8a2ad28c46304310942d559b3a11f7983636bfbc04e09411d6ea4bd4ab61fc9a09bb#rd
国家能源局召开主题教育巡回指导工作推进会,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335923&idx=2&sn=770e953fe46c314b638b5fb26ddec7f5&chksm=bd5d5b9a8a2ad28cb816abfa415a7aba7ddc08d89dd8aab08030b4c29ac3150187712e2213cc#rd
今日入伏 你的清凉由我守护,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335917&idx=1&sn=b429f01de4d580e9dd9fa7502e5df690&chksm=bd5d5b848a2ad292351007d684cebc3bf409df7299913e2f6de7fd1d8813472a9388a28dc33b#rd
新型电力系统技术创新联盟再有新进展,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335885&idx=1&sn=4253fc8b5c14fdef91293707de1b9e83&chksm=bd5d5ba48a2ad2b250408d387ab6e5e3b79d77ab68eac4ce1c6e428328b059a2145638a33ffc#rd
郑栅洁：加强能源供应保障能力建设，加快规划建设新型能源体系,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335878&idx=1&sn=9ab30dcc712ab0f18bf2f15e60737b8f&chksm=bd5d5baf8a2ad2b93848814e6c531c514d481426f7f280ce055e71942d98c11649d72aa804af#rd
北京西城区正在变绿,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335878&idx=2&sn=aff7ad76c9151d2b94dd946f587e159c&chksm=bd5d5baf8a2ad2b91405f0c90a396a72d4bcc459c84b27e73189cfc4f169ece6c3386c8bb68d#rd
辛保安：新型电力系统构建方法论研究,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335417&idx=1&sn=f4995e647ebb7c18996df582fc34803a&chksm=bd5d5d908a2ad486e9377767f0e568ae7cebf0b9e8415c62df0f42d173b2ad8d3d181c51d11d#rd
为新型电力系统安上“智慧大脑”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335417&idx=2&sn=2354019388f82c8e6e6aa3ab89173021&chksm=bd5d5d908a2ad4860ffc84ebb056ea969a559e7bd8f05f4714763b3ba40a4141c218652032b5#rd
十年来全国能耗强度累计降低26.4%,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335298&idx=1&sn=e49a7ff5aeb8048e6b6ef5ebda2334b2&chksm=bd5d5deb8a2ad4fdf45eff425a39bb737f702c5579206ae9c195054a3041e60d6760a3768ece#rd
全文来了！中电联发布《中国电力行业年度发展报告2023》,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335298&idx=2&sn=29b66e58ce63f4321f4f9abf71b6ed26&chksm=bd5d5deb8a2ad4fde455c8d400c40bed52ee59440a663b42bb659e46ae515f4a8b4de471125c#rd
6月最佳电力影像 快来收图！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335283&idx=1&sn=2548ed3dd50a1fb119d8b22624cb19d8&chksm=bd5d5d1a8a2ad40c84ce9fea3048e2620c183fca8b34110649da6c373020e99ca2d0af79e25d#rd
海上风电“大”时代要练好“慢”功夫,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335278&idx=1&sn=d3bc10823427ee7205200d56d7c7caeb&chksm=bd5d5d078a2ad4119df77cccac65889bdc618b51a90f8a32cb5c426a85d10b830bc9e26fa4fd#rd
3.98千瓦时/立方米  标注中国制氢新高度,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335278&idx=2&sn=4a23d9d161c30f62454bb53d9f451f2b&chksm=bd5d5d078a2ad4112f65a6a05c7ddbf08a22161aa4c376cdf2e5c04331967d3ccec9eca13d2f#rd
我国超低排放煤电机组占比达94%,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335262&idx=1&sn=da7af43779639843111e790864c2b9be&chksm=bd5d5d378a2ad4210865ab69d901e762e42b1a29cd8ae2928ddfed9efc772e0863733c197fa0#rd
风光设备回收市场价值累计超千亿,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335262&idx=2&sn=4b2a6ba2d75d2e880fcb02664dad75fd&chksm=bd5d5d378a2ad4211d3a3c718e162d414c96c1c37b065e8affee68b7a8dfc4d86631d0a41367#rd
20年，超16000亿千瓦时！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335227&idx=1&sn=1fdf07fa0716ff654ee644e3a466a516&chksm=bd5d5d528a2ad44417fd63999be8e90590c88e1cfa3f017129d49ad6e30d2fa519a3fdb6d665#rd
11部门联合发文，清理整治！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335227&idx=2&sn=59361da42cd28d5d548bb01196ff1d63&chksm=bd5d5d528a2ad4445a1a6e949f856cfbcda02bad281f646acc7511694e3836c0a421cb3c540b#rd
装机规模增长7倍，清洁能源占比达48.35%，中国华电绿色高质量发展跑出“加速度”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335187&idx=1&sn=3235750ca8ae0f2d4da42d932aa22c52&chksm=bd5d5d7a8a2ad46c688fbdac339ddbdfb3d0beab4429cc98b2ae7680e7994f81458392c2ecc4#rd
《中国电力报·副刊》征稿啦！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335181&idx=1&sn=ec04fef0c2e2d9552fda9e475efc626a&chksm=bd5d5d648a2ad472917e47e61fb37597bffd1daf3d0e2054091cfadba10e2e3a48b6a3e3dbe6#rd
国家能源局修订多类电力工程质量监督检查大纲,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335180&idx=1&sn=8a9d993988a2ae87b4f4690cfbfd5c4b&chksm=bd5d5d658a2ad4732128fc5eef881b670e712a6a78f1c55480cc22e88003f8a5096862a654e5#rd
华为优光储充云解决方案助力千行百业低碳转型,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335180&idx=2&sn=accc0cc50b85a1acbb243a98f3c3cf38&chksm=bd5d5d658a2ad47300e2464d892024bfa9ef9b3c5206ec985f7a411e96f835f1e9360b1c4e0f#rd
习近平：提高国家能源安全和保障能力,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335172&idx=1&sn=286c817adc00c86e5164c9fa98fd5db4&chksm=bd5d5d6d8a2ad47b8c9b519cd5e668dd2456ccded2344a6415c29f767bb263a891825b0b14cc#rd
习近平江苏行丨走进国网南瑞集团有限公司,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335097&idx=1&sn=7054aab2494ac717ca8d573be91db66b&chksm=bd5d5ed08a2ad7c661aeb7a5734aaf9dcc598e97bf1a17cc728d3f89a3dd6e7020dc4bb4b82b#rd
能源工程密集投产，迎峰度夏央企担当！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335097&idx=2&sn=29f7012b7ca552020dfe9657d365e2fa&chksm=bd5d5ed08a2ad7c6cf3e7666c12c765790aef7b14deb12a3d8c4e5c7c7ddd24db20bc0d36245#rd
华能集团、国家能源集团领导人员调整,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335035&idx=1&sn=90c4f0a9897721db5e1e00f398053e24&chksm=bd5d5e128a2ad704252581d6e3cf4bf42cd826bcc0d2b42a18ccf94d6eef81fe94e14a87d502#rd
中国能建易普力 国内资本市场首例分拆重组上市,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651335035&idx=2&sn=4409ccb953860bc59e598fa9bf7362dd&chksm=bd5d5e128a2ad704c014d87591cef42a764605a4d9fb88558c0901e5401d5f009197db4346fe#rd
《人民日报》刊发章建华署名文章,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334998&idx=1&sn=1574e09fbbbbe1cd0be4a4fb3a56813e&chksm=bd5d5e3f8a2ad7296a5b55d9b038e394ad273087fe03d5ea006c9b102f10731062708e98e744#rd
我国牵头一新能源汽车国际标准发布,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334998&idx=2&sn=5009d39684ed8f4f2a0b959419eb1bbb&chksm=bd5d5e3f8a2ad72928ab9720b08a7c8e5998ba9d231aaa8dd084f47e5f194e7186896e0fdce8#rd
创新高！浙能集团单日发电量破7亿,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334998&idx=3&sn=b726c234b44c0d2ea4ce5a3c8329b3a2&chksm=bd5d5e3f8a2ad729c461f283fd8173ade08a7dc9f013e9ac7811efd0f3f29be7aa62333d5895#rd
破1.6亿千瓦！这家央企清洁能源规模领跑全球,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334982&idx=1&sn=3732b2480a08e5a658feda42c3412e3d&chksm=bd5d5e2f8a2ad739a865c860043687f5a75b809c36b4c914030cd1f5396520f9f28883c6ac2e#rd
官方预测：极端天气偏多 灾害较重,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334982&idx=2&sn=cd397bed11a2989e9606014429759d43&chksm=bd5d5e2f8a2ad73964af0a807623a7fa49309c4a00e1ce9a0007383955e96a2446a668fa55f8#rd
章建华：确保能源安全 为促进经济社会高质量发展提供坚实保障,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334852&idx=1&sn=bf953172117abe55f57340ebcd9fcbd9&chksm=bd5d5fad8a2ad6bbec24b0165f878ef763d2947e76e0a3d129db34600d62d67916a9e25d7f7d#rd
东海之滨新高度——全球首台16兆瓦海上风电机组吊装纪实,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334838&idx=1&sn=503460205112dcfa3d876f45408283e5&chksm=bd5d5fdf8a2ad6c9d1946301b8dd2073fe2525ff7050a35a35165a2975fd01dd61861bcfc8be#rd
电力负荷再破历史记录！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334838&idx=2&sn=da6f94fcbed2048b71cd70f58c2c5593&chksm=bd5d5fdf8a2ad6c92e755e1452f7c2c657457a6e8f12d7908ff8b59001be39cd4161b4ebce07#rd
国家发改委等5部门发布通知,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334817&idx=1&sn=1ee9af2a686884d9f4fdbbe2221e2ffe&chksm=bd5d5fc88a2ad6de31ea4b60e5628e8ac0538ffa844e27102fd3a4d60bc61f9dd02aecb6f5de#rd
唐建清：坚持“四安” 守牢安全“生命线”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334817&idx=2&sn=4e550cfa56a26f785db926299d2745e3&chksm=bd5d5fc88a2ad6dea432e813e98e4073bf1e56312a5196a03560cfc5d29f403d6a6d6823d8c8#rd
四川：跨省一窗通办 打造一体化电力样板,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334817&idx=3&sn=f0a425063a1bd176ed708a7b8498ced1&chksm=bd5d5fc88a2ad6deb8f6e4f61572b7d4a6d7535fd0bcad294483be46fe08e1ea18b72771f0f0#rd
超大容量 超高水头 国际领先！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334796&idx=1&sn=41eb0f4268a5acbb6aa95252be426231&chksm=bd5d5fe58a2ad6f3625a101276ba78a5087a68eda20d690930b7fd5ab573e950f11c78d145e2#rd
华能新能源装机规模突破6000万千瓦,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334796&idx=2&sn=2b7a2db4e363ed710d496accd1382c40&chksm=bd5d5fe58a2ad6f392327c003676e183efa4008dce37f76504e4cdea9c0d8566bdc97b0e6279#rd
重磅！CCER市场将于年内重启,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334778&idx=1&sn=6142f848574f9401b47052f657d5fb33&chksm=bd5d5f138a2ad6052a65893c443c6c702b1fa6f5a6ba83bbd53c6039459e597ed5c4bd7696bf#rd
《水电站大坝运行安全关键技术》出版发行,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334778&idx=2&sn=9e3602eac3e9966ccf7c522470f94b91&chksm=bd5d5f138a2ad605dcc213e333b39a4baf19269415d3ffc50de094ac768dc667f2e723a7fa58#rd
中央企业改革考核第一 看看南方电网凭什么,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334770&idx=1&sn=8ea3041ffee6ce289dea15bb21e9f037&chksm=bd5d5f1b8a2ad60d1b3d3bd624584ad042a98a760d189bf0db6faef04696499a10ddaf5469f2#rd
北京绿电交易累计成交电量已超600亿千瓦时,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334770&idx=2&sn=966158e819e9daee98e30b9b55c63384&chksm=bd5d5f1b8a2ad60db0e80d8140660260f541ac79bd54d8fbaf29559b77b472abdbe537e1d40f#rd
五项世界纪录！百分百中国造！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334672&idx=1&sn=7d89d1ad488ebb11aac2f97aed3ebb6a&chksm=bd5d5f798a2ad66f998907b659549c6e755df2a025fdbcb8bcaabd53c2beef8bf081d68a152b#rd
能源断供？这家单位应对有方,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334672&idx=2&sn=3c94ae4f3193f3143d1269ff084042bf&chksm=bd5d5f798a2ad66f70e8b2a911c86b54d0346ad5f7f02fd8ab9cf52d11a2243550a9a6f93fc5#rd
能源变革：“一秒一公里”超级快充,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334672&idx=3&sn=9ce94f9d1c1a986447b6ed141f3dd255&chksm=bd5d5f798a2ad66ffb813d8251d395f9a4bc4b1a78f429e027bd0538ef7c88586533a75d3f78#rd
中共中央政治局召开会议 习近平主持会议,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334650&idx=1&sn=7bdcbdb63f6a2913ee310cfe78076076&chksm=bd5d50938a2ad9857163e2412aee7916f4bb937893949f82658557694eaba2f16ae23d02251d#rd
电压最高！容量最大！ 柔性低频！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334650&idx=2&sn=e1610f528d482ee7bd747faa9da1a388&chksm=bd5d50938a2ad98504f7c4f495fc27dfa7449fea2da455ed50cd937f3d9ac03a363026554eb5#rd
工联院大模型测评：文心一言在工业领域表现超过GPT3.5，居国内大模型首位,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334650&idx=3&sn=242f01d3f6060f35358831a11677f6da&chksm=bd5d50938a2ad9857f0ee1c1771e19494a55d64421320763e0efa7199ceb3161e6c8bdd56378#rd
首个！投产,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334620&idx=1&sn=f66af89f5656c3a5a654c07e35ae10d0&chksm=bd5d50b58a2ad9a39e3f075529f69aac3d29f98fa31ec049957b13ba6bb9fa4d8999152c0ddd#rd
受控热核聚变商用还有多远？,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334620&idx=2&sn=f8edfb3a391f0f50f42045564f04aedc&chksm=bd5d50b58a2ad9a344554cf5295a84d108d4f54fb7902c52234170ef98c2c2ed8751860df371#rd
李强主持召开国务院常务会议,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334608&idx=1&sn=ecd9d65a59a3d0591f16baef85bd83fe&chksm=bd5d50b98a2ad9af57c1e70f3ab4de4c20875717d150df50217570bb07793d66b0340403c474#rd
风电、光伏等补贴74亿！财政部最新发布,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334602&idx=1&sn=1f8646368c175f052b5b9f87258f9040&chksm=bd5d50a38a2ad9b5f710a608ad67be8ab0426cadff533457505743c5a009982daeb1cf4efbed#rd
重磅！2023国际数字能源展开幕！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334602&idx=2&sn=5dd6824f6ae0e0500faf6261a7b15b31&chksm=bd5d50a38a2ad9b541afe0ba30d840fe6e9528d8f222cc9d458a538b11da0e6c9e15cdbb69a7#rd
农村能源革命这样干,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334582&idx=1&sn=09959121b1e381248108cccdf9cecf43&chksm=bd5d50df8a2ad9c9d574a6305b9ddea39a57ee546675b61f7d0e559b81667ecc689dde26d074#rd
一图读懂《中国可再生能源发展报告2022》,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334582&idx=2&sn=d2c4646fd9025b5c45e7649322abcdd0&chksm=bd5d50df8a2ad9c943c413a10217b520549a96f288a1262d681611210b7d5c401e0133392108#rd
重点实施4.3亿千瓦 规划储备3.03亿千瓦,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334470&idx=1&sn=4d1ccfef6e2136200d6ee3baa68b0b1f&chksm=bd5d502f8a2ad939195988286acf113fc9a367f7e5483d29fe7ee392d0db7d5da55dc14c8bf3#rd
重要突破 国际领先！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334429&idx=1&sn=159d871ea01bf1f359f06f8de88764c9&chksm=bd5d50748a2ad9629b66e0ffcd18f20c15b3e944fb626efdf565cc88e9622f0b74481acc8c85#rd
2023年度国家工业节能监察任务确定了！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334428&idx=1&sn=4b38a78fc073657d36b6bc1b4bce2433&chksm=bd5d50758a2ad9634f811ba037f4dc33b284487d1246db8d6f34501b91a4fcf21b181381558c#rd
赋能电力建设推动高质量发展,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334428&idx=2&sn=33043a69f0c8fea3d71f125b6cd4bee1&chksm=bd5d50758a2ad963e5c1d40630e4328c1d9d9f6b02a6c15bb391fca8e2ce1f6856b29fbbf38c#rd
国资委重磅发布！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334412&idx=1&sn=1c4529293477187efa2d0a7ca1a0bb58&chksm=bd5d50658a2ad973518bb56abc0bf57d473c7d321b0f487309a7fc11421ef58e66aaa4cad67b#rd
哈电电机拥抱“后白鹤滩时代”数字化浪潮,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334412&idx=2&sn=45591f054b57e48938f41da4d2934f1e&chksm=bd5d50658a2ad97364d0168fd7f017a70ad598a2ed4c5eb27893ba9b081bae93f3848185dbd9#rd
“节能降碳，你我同行”——2023年全国节能宣传周来了！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334404&idx=1&sn=c2c9d60ee7003dfcc67ed80fc3623a08&chksm=bd5d506d8a2ad97b49c051e550cab15688d4185f3def7bce8d12188099be78c2c9c26eae0ec8#rd
中德经济技术合作论坛能源转型分论坛举办,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334404&idx=2&sn=a28422208c6e7180775fa1438a5a5a41&chksm=bd5d506d8a2ad97b6fb642f30600aef7c2c93652ae08dffed5eb9d240e8816bec83938b7246b#rd
国内首次 试验成功！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334394&idx=1&sn=67237318518d3ec6513cce14a654e844&chksm=bd5d51938a2ad88540ff86f2206624bf788ff2f607ea6ccfc507371e4323fbda895a4953cb07#rd
国网陕西电力：多元优化升级 赋能三秦大地,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334394&idx=2&sn=00d701d3ddc328232dc3cc005319a09d&chksm=bd5d51938a2ad885109250926e2fe8baf04aad0eb400ec58a614ab1cc5bf5aea8340f2328175#rd
中电联解读1~5月电力数据：可再生能源发电装机容量达13.1亿千瓦,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334343&idx=1&sn=e9f4ccbbcb32c3276b3debb37b471252&chksm=bd5d51ae8a2ad8b8fc4bc79261c7141e28b3ede1b826bd2ad9c59b3920b460d044792b2875cb#rd
“以大代小”知多少？,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334343&idx=2&sn=8e77d42a0dcf13663153b8ba61531b30&chksm=bd5d51ae8a2ad8b821cb4ba748c8e766502d364758e5be1394f2232d3c5895fb21d0ef77bb6a#rd
构建新型电力系统有了数字化利器,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334343&idx=3&sn=995af39cfe3a2d7ab49d053b070c75ae&chksm=bd5d51ae8a2ad8b80d2808e1da50425fc37a5f419c0fd6f521422f6eeab3e2d6eb95907e42a7#rd
一度电的旅程｜从宁电入湘看国家电网公司安全理念落地,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334228&idx=1&sn=6a107c04b3e73cd4b15c6f76e67e80a0&chksm=bd5d513d8a2ad82bd1b6fc8feea929c103f3285454f844f39b1d282bc291198e2a527dc3029f#rd
国资委重磅披露A级企业名单,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334221&idx=1&sn=992241a34712539d0de6cca1c365f6c8&chksm=bd5d51248a2ad8322aac2b265609d06c561745a0be150de9ebba37afc065bb5b7dedd5b8596c#rd
中国牵头修订！联合国一安全法规获表决通过！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651334221&idx=2&sn=63cf8d1026a2baad6fc0408fbc76e700&chksm=bd5d51248a2ad832e9acff5513a1cd3864d172399cb2c95779f24706e18a205bd48bb71a207e#rd
